,Job Title,Company,Location,Salary,Search Term,lower_sal_val,upper_sal_val,mean salary,median_bool,60_perc_bool,70_perc_bool,75_perc_bool,90_perc_bool,state
4195,Business Development Manager,"    Coastal Risk Consulting, LLC","Plantation, FL",50000,Miami,50000,50000,50000.0,False,False,False,False,False,['FL']
4210,Machine learning / AI / Restful API web services Engineer at...,    CareerMonks,"Atlanta, GA",120000,Atlanta,120000,120000,120000.0,True,False,False,False,False,['GA']
4213,Supervisory Health Scientist,        Centers for Disease Control and Prevention,"Atlanta, GA",125132 - 161900,Atlanta,125132,161900,143516.0,True,True,True,False,False,['GA']
4310,Senior Statistical Consultant,        Principle Solutions Group,"Roswell, GA",120000,Atlanta,120000,120000,120000.0,True,False,False,False,False,['GA']
4332,Laboratory Aide 3,        Georgia Department of Public Health,"Atlanta, GA",24000,Atlanta,24000,24000,24000.0,False,False,False,False,False,['GA']
4338,Business Research Analyst,    CI Radar,"Norcross, GA",30000 - 32000,Atlanta,30000,32000,31000.0,False,False,False,False,False,['GA']
4385,Statistician - Model Validation,        Smith Hanley Associates,"Atlanta, GA",90000 - 120000,Atlanta,90000,120000,105000.0,False,False,False,False,False,['GA']
4426,Data Scientist - Healthcare,    Harnham,"Atlanta, GA",170000,Atlanta,170000,170000,170000.0,True,True,True,True,False,['GA']
4444,Data Scientist,    NxT Level,"Seattle, WA",125000 - 160000,Seattle,125000,160000,142500.0,True,True,True,False,False,['WA']
4445,Software Engineer - Machine Learning,    NxT Level,"Seattle, WA",100000 - 135000,Seattle,100000,135000,117500.0,True,False,False,False,False,['WA']
4451,Data Engineer/Scientist,    Employment Trust,"Bellevue, WA",100000 - 135000,Seattle,100000,135000,117500.0,True,False,False,False,False,['WA']
4545,Internet Research Analyst,"    G2 Web Services, LLC","Bellevue, WA 98004 (Downtown area)",35000,Seattle,35000,35000,35000.0,False,False,False,False,False,['WA']
4571,Environmental Compliance Coordinator,        King County,"Seattle, WA",82326 - 104374,Seattle,82326,104374,93350.0,False,False,False,False,False,['WA']
4653,Predoctoral Research Fellow,        Seattle Children's Hospital,"Seattle, WA 98101 (Downtown area)",36700 - 55000,Seattle,36700,55000,45850.0,False,False,False,False,False,['WA']
4704,Certifying Scientist,    Lighthouse Recruiting,"Seattle, WA",65000 - 80000,Seattle,65000,80000,72500.0,False,False,False,False,False,['WA']
4738,Software Development Engineer (Back End),    Laetus Recruitment,"Seattle, WA",120000 - 150000,Seattle,120000,150000,135000.0,True,True,False,False,False,['WA']
4744,Associate Analytics Analyst - Liberty Mutual Surety,        Liberty Mutual,"Seattle, WA",58000 - 61000,Seattle,58000,61000,59500.0,False,False,False,False,False,['WA']
4910,Sr. Global Device Manager,    All-In Analytics,"Seattle, WA",150000 - 175000,Seattle,150000,175000,162500.0,True,True,True,True,False,['WA']
5017,Senior Research Scientist (Principal Investigator level),    Gibson - An Education Consulting &amp; Research Group,"Austin, TX 78746",110000 - 150000,Austin,110000,150000,130000.0,True,True,False,False,False,['TX']
5058,Permitting Specialist,    JE Compliance,"Austin, TX 78701 (Downtown area)",40000 - 47000,Austin,40000,47000,43500.0,False,False,False,False,False,['TX']
5064,Bioinformatics Specialist-Metagenomics/Proteomics,"        Signature Science, LLC","Austin, TX 78759 (Arboretum area)",90000,Austin,90000,90000,90000.0,False,False,False,False,False,['TX']
5085,Computer Scientist/Software Engineer,"        Signature Science, LLC","Austin, TX 78759 (Arboretum area)",79000,Austin,79000,79000,79000.0,False,False,False,False,False,['TX']
5155,JavaScript Developer,    Oscar Technology,"Austin, TX",120000,Austin,120000,120000,120000.0,True,False,False,False,False,['TX']
5162,"Laboratory Supervisor, Microbiology (Days)",    Lighthouse Recruiting,"Austin, TX",80000 - 100000,Austin,80000,100000,90000.0,False,False,False,False,False,['TX']
5181,Full Stack JavaScript Developer - MEAN stack,,"Austin, TX 78701 (Downtown area)",80000 - 120000,Austin,80000,120000,100000.0,False,False,False,False,False,['TX']
5202,Post Doctoral Scholar,        Oregon Health &amp; Science University,"Portland, OR",47484,Portland,47484,47484,47484.0,False,False,False,False,False,['OR']
5224,Director Data Science,        WSI Nationwide,"Portland, OR",160000 - 180000,Portland,160000,180000,170000.0,True,True,True,True,False,['OR']
5228,Corporate Account Manager,    Acumen Executive Search,"Beaverton, OR 97006 (Triple Creek area)",100000,Portland,100000,100000,100000.0,False,False,False,False,False,['OR']
5246,Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing","Portland, OR",100000 - 130000,Portland,100000,130000,115000.0,True,False,False,False,False,['OR']
5249,"Data Scientist - Machine Learning, NLP",        WSI Nationwide,"Portland, OR",120000 - 165000,Portland,120000,165000,142500.0,True,True,True,False,False,['OR']
5279,Data Scientist,        Central Intelligence Agency,"Washington, DC",62338 - 119794,"Washington, DC",62338,119794,91066.0,False,False,False,False,False,['DC']
5284,Data Scientist,        Workbridge Associates,"Washington, DC",100000 - 150000,"Washington, DC",100000,150000,125000.0,True,False,False,False,False,['DC']
5298,Data &amp; Research Analyst,    The Council,"Washington, DC",80000 - 85000,"Washington, DC",80000,85000,82500.0,False,False,False,False,False,['DC']
5305,Statistical Analyst,    MbSolutions Inc,"Arlington, VA",80000,"Washington, DC",80000,80000,80000.0,False,False,False,False,False,['VA']
5334,Research Analyst,    American Society for Engineering Education (ASEE),"Washington, DC 20036 (Downtown area)",50000,"Washington, DC",50000,50000,50000.0,False,False,False,False,False,['DC']
5369,NETWORK OPERATIONS RESEARCH ANALYST EAS,        United States Postal Service,"Washington, DC",66829 - 110664,"Washington, DC",66829,110664,88746.5,False,False,False,False,False,['DC']
5409,Senior Data Scientist,    ZP Group,"Reston, VA 20190",180000 - 200000,"Washington, DC",180000,200000,190000.0,True,True,True,True,True,['VA']
5447,Analytic Methodologist,        Central Intelligence Agency,"Washington, DC",53088 - 92814,"Washington, DC",53088,92814,72951.0,False,False,False,False,False,['DC']
5474,Post-Doctoral Scientist,        University of Maryland,"College Park, MD",40000 - 45000,"Washington, DC",40000,45000,42500.0,False,False,False,False,False,['MD']
5476,Machine Learning Data Engineer,        Jobspring Partners,"Washington, DC",100000 - 150000,"Washington, DC",100000,150000,125000.0,True,False,False,False,False,['DC']
5481,"2017-04-01 Software Engineer Earning $196,000",    EMF Industries,"McLean, VA",196000,"Washington, DC",196000,196000,196000.0,True,True,True,True,True,['VA']
5609,Front End Developer,    FlashX,"Silver Spring, MD",75000 - 105000,"Washington, DC",75000,105000,90000.0,False,False,False,False,False,['MD']
5661,"Senior Software Engineer (Data Engineer, IoT)",        Jobspring Partners,"Washington, DC",110000 - 160000,"Washington, DC",110000,160000,135000.0,True,True,False,False,False,['DC']
5741,Business Development/ Market Research Analyst,    Eyebrow Express,"Alexandria, VA 22314 (Southwest Quadrant area)",43200,"Washington, DC",43200,43200,43200.0,False,False,False,False,False,['VA']
5874,Research Associate Level I (Process Development Dpt.),"    ProMetic BioTherapeutics, Inc. (PBT)","Rockville, MD",46000,"Washington, DC",46000,46000,46000.0,False,False,False,False,False,['MD']
5902,Machine Learning Data Engineer (Manager),        Jobspring Partners,"Washington, DC",120000 - 160000,"Washington, DC",120000,160000,140000.0,True,True,False,False,False,['DC']
5950,Apps Developer,        Central Intelligence Agency,"Washington, DC",58638 - 123234,"Washington, DC",58638,123234,90936.0,False,False,False,False,False,['DC']
5985,Senior Credit Risk Transfer Research Analyst,    KVR Consultant,"Alexandria, VA",135000,"Washington, DC",135000,135000,135000.0,True,True,False,False,False,['VA']
6048,Front End Engineer,        Workbridge Associates,"Arlington, VA 22201 (Lyon Village area)",140000,"Washington, DC",140000,140000,140000.0,True,True,False,False,False,['VA']
6083,Research Assistant,"    Sirnaomics,Inc","Gaithersburg, MD 20879",28000 - 35000,"Washington, DC",28000,35000,31500.0,False,False,False,False,False,['MD']
6112,Principal Environmental Engineer,        WSSC,"Laurel, MD 20707",74399 - 113574,"Washington, DC",74399,113574,93986.5,False,False,False,False,False,['MD']
6144,JAVA Software Developer,"    Information Technology Coalition, Inc.","Greenbelt, MD",85000,"Washington, DC",85000,85000,85000.0,False,False,False,False,False,['MD']
6155,OPIR Scientist - Laser Specialist 1,    TULKORP.,"Alexandria, VA",97000,"Washington, DC",97000,97000,97000.0,False,False,False,False,False,['VA']
6168,Senior Systems Administrator,    Impact Research,"Columbia, MD 21044",75000 - 110000,"Washington, DC",75000,110000,92500.0,False,False,False,False,False,['MD']
74,Data Scientist,        Oliver James Associates,"New York, NY",160000,New York,160000,160000,160000.0,True,True,True,True,False,['NY']
177,Statistical Marketing Analyst,    DBD Staffing,"Pittsburgh, PA",45000 - 70000,Pittsburgh,45000,70000,57500.0,False,False,False,False,False,['PA']
180,Research Data Analyst,        Johns Hopkins University,"Baltimore, MD",43011 - 59217,Baltimore,43011,59217,51114.0,False,False,False,False,False,['MD']
181,Research Analyst,        University of Baltimore,"Baltimore, MD 21201 (Downtown area)",41400 - 55700,Baltimore,41400,55700,48550.0,False,False,False,False,False,['MD']
185,Sr. Research Data Analyst,        Johns Hopkins University,"Baltimore, MD",49957 - 68721,Baltimore,49957,68721,59339.0,False,False,False,False,False,['MD']
189,Research Analyst,        Howard Community College,"Columbia, MD",46332,Baltimore,46332,46332,46332.0,False,False,False,False,False,['MD']
197,Sr. Research Program Coordinator,        Johns Hopkins University,"Baltimore, MD",37040 - 50932,Baltimore,37040,50932,43986.0,False,False,False,False,False,['MD']
25,"Sr Data Scientist (Hadoop) - Duluth, Georgia","    Horn Solutions, Inc.","Houston, TX",105000,Houston,105000,105000,105000.0,False,False,False,False,False,['TX']
55,Postdoctoral Fellow Bioinformatics,        Texas A&amp;M University,"Houston, TX 77058 (Pasadena area)",65000,Houston,65000,65000,65000.0,False,False,False,False,False,['TX']
144,Data Visualization Research Specialist,    Northeastern University - Network Science Institut...,"Boston, MA",50000,Boston,50000,50000,50000.0,False,False,False,False,False,['MA']
145,Data Scientist,        Darwin Recruitment,"Boston, MA",100000 - 140000,Boston,100000,140000,120000.0,True,False,False,False,False,['MA']
150,Technical Data Analyst,    Sharp Action LLC,"Somerville, MA",60000 - 85000,Boston,60000,85000,72500.0,False,False,False,False,False,['MA']
168,"Senior Analyst, Advanced Analytics",        Liberty Mutual,"Boston, MA",73300 - 114900,Boston,73300,114900,94100.0,False,False,False,False,False,['MA']
177,Machine Learning Engineer,        Darwin Recruitment,"Boston, MA",150000 - 200000,Boston,150000,200000,175000.0,True,True,True,True,False,['MA']
189,"Analyst/Senior Analyst, Advanced Analytics",        Liberty Mutual,"Boston, MA",73300 - 114900,Boston,73300,114900,94100.0,False,False,False,False,False,['MA']
212,Sr. Quantitative Analyst,        Huxley Associates,"Boston, MA",200000,Boston,200000,200000,200000.0,True,True,True,True,True,['MA']
219,Machine Learning Engineer,        Jobspring Partners,"Boston, MA 02116 (South End area)",130000 - 165000,Boston,130000,165000,147500.0,True,True,True,False,False,['MA']
247,"Scientific Director, Oncology/ RNA Diagnostics",    TEC Group International,"Cambridge, MA",150000 - 200000,Boston,150000,200000,175000.0,True,True,True,True,False,['MA']
257,Senior Machine Learning Engineer,        Darwin Recruitment,"Boston, MA",150000 - 200000,Boston,150000,200000,175000.0,True,True,True,True,False,['MA']
290,Sr. Data Architect,    All-In Analytics,"Boston, MA",180000 - 200000,Boston,180000,200000,190000.0,True,True,True,True,True,['MA']
312,Research Analyst,"    Asset Recovery Advisors, Inc.","Newton, MA",30000 - 35000,Boston,30000,35000,32500.0,False,False,False,False,False,['MA']
316,Research Analyst III,        Commonwealth of Massachusetts,"Boston, MA",55017 - 78763,Boston,55017,78763,66890.0,False,False,False,False,False,['MA']
456,Logistics Technician,        Abcam,"Cambridge, MA 02139 (Area IV area)",38500,Boston,38500,38500,38500.0,False,False,False,False,False,"['MA', 'IV']"
459,"Software Engineers (Scala / Java / Python, Hadoop, Machine L...",        WinterWyman,"Boston, MA 02114 (Back Bay-Beacon Hill area)",120000,Boston,120000,120000,120000.0,True,False,False,False,False,['MA']
538,Entry Level Analytical Chemist,"    480 Biomedical, Inc.","Watertown, MA 02472",50000,Boston,50000,50000,50000.0,False,False,False,False,False,['MA']
545,E-mail Marketing Rockstar - Manager,    IntelyCare,"Quincy, MA",60000 - 80000,Boston,60000,80000,70000.0,False,False,False,False,False,['MA']
551,Clinical Laboratory Surveyor,        Commonwealth of Massachusetts,"Boston, MA",60096 - 87045,Boston,60096,87045,73570.5,False,False,False,False,False,['MA']
582,Market Research Analyst,    AP Staffing,"Boston, MA",34000 - 38000,Boston,34000,38000,36000.0,False,False,False,False,False,['MA']
685,SQL*Server Database Developer,"    Horizons Recruitment, Inc.","Boston, MA",120000 - 170000,Boston,120000,170000,145000.0,True,True,True,False,False,['MA']
697,Biostatisticians / Boston / Precision Medicine,    Invenia Resourcing,"Boston, MA",120000,Boston,120000,120000,120000.0,True,False,False,False,False,['MA']
753,Software Development Engineer,        WDS Global Partners LLC,"Boston, MA",130000 - 160000,Boston,130000,160000,145000.0,True,True,True,False,False,['MA']
862,Research Analyst - fintech startup,    Bison,"Boston, MA",45000,Boston,45000,45000,45000.0,False,False,False,False,False,['MA']
906,Quantitative Data Scientist,        Huxley Associates,"Boston, MA",175000,Boston,175000,175000,175000.0,True,True,True,True,False,['MA']
948,Quantitative Analyst or Manager Decision Sciences,        Analytic Recruiting,"Boston, MA",90000 - 130000,Boston,90000,130000,110000.0,True,False,False,False,False,['MA']
976,Laboratory Technician I - Forensic Biology,        Commonwealth of Massachusetts,"Maynard, MA",36381 - 48462,Boston,36381,48462,42421.5,False,False,False,False,False,['MA']
984,"Analytics Manager | PhD or MS - Computer Science, AI, Machin...",    TEEMA Solutions Group,"Newton, MA",120000 - 145000,Boston,120000,145000,132500.0,True,True,False,False,False,['MA']
1195,"Lead Data Scientist (Tableau, RShiny, D3)",        Workbridge Associates,"Chicago, IL",130000,Chicago,130000,130000,130000.0,True,True,False,False,False,['IL']
1242,Quantitative Risk Analyst,    Huxley Banking &amp; Financial Services,"Chicago, IL",90000,Chicago,90000,90000,90000.0,False,False,False,False,False,['IL']
1256,Lead Data Scientist (Data Visualization),        Workbridge Associates,"Chicago, IL",110000 - 135000,Chicago,110000,135000,122500.0,True,False,False,False,False,['IL']
1334,Environmental Soil Scientist,        Metropolitan Water Reclamation District of Greater...,"Chicago, IL",76035 - 115830,Chicago,76035,115830,95932.5,False,False,False,False,False,['IL']
1513,Data Scientist (Machine Learning),        Workbridge Associates,"Chicago, IL",130000,Chicago,130000,130000,130000.0,True,True,False,False,False,['IL']
1629,Senior Safety Scientist,    Das Consulting,"San Francisco, CA",225000,San Francisco,225000,225000,225000.0,True,True,True,True,True,['CA']
1740,Research Data Analyst 2,        University of California Berkeley,"Berkeley, CA",52000,San Francisco,52000,52000,52000.0,False,False,False,False,False,['CA']
1814,Analytics Manager (Machine Learning),"    Kennedy Unlimited Inc, Professional Staffing","San Francisco, CA",120000 - 150000,San Francisco,120000,150000,135000.0,True,True,False,False,False,['CA']
1884,Senior Research Engineer (Machine Learning),        Workbridge Associates,"San Francisco, CA",130000 - 170000,San Francisco,130000,170000,150000.0,True,True,True,True,False,['CA']
2162,Lead Data Scientist - Engagement &amp; Growth,    Harnham,"San Francisco, CA",220000,San Francisco,220000,220000,220000.0,True,True,True,True,True,['CA']
2298,Director of Data Science,    Harnham,"San Francisco, CA",230000,San Francisco,230000,230000,230000.0,True,True,True,True,True,['CA']
2406,Algorithm Software Sequencing Scientist,    PLE,"San Francisco Bay Area, CA",120000 - 150000,San Francisco,120000,150000,135000.0,True,True,False,False,False,['CA']
2412,Lecturer - Sutardja Center for Entrepreneurship &amp; Technology,        University of California Berkeley,"Berkeley, CA",58945 - 158270,San Francisco,58945,158270,108607.5,False,False,False,False,False,['CA']
2454,Senior DevOps Engineer,        LT,"San Francisco Bay Area, CA",190000,San Francisco,190000,190000,190000.0,True,True,True,True,True,['CA']
2475,HEOR RWE SAS Programmer / Analyst,        Barrington James,"New York, NY 10005 (Financial District area)",110000,New York,110000,110000,110000.0,True,False,False,False,False,['NY']
2565,"Project Associate, EQUAL",    NYU Global TIES for Children,"New York, NY",52000,New York,52000,52000,52000.0,False,False,False,False,False,['NY']
2617,Frontend Engineer,    605,"New York, NY",95000 - 130000,New York,95000,130000,112500.0,True,False,False,False,False,['NY']
2627,"Environmental Analyst, Bureau of Environmental Surveillance...",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",70286 - 87295,New York,70286,87295,78790.5,False,False,False,False,False,['NY']
2661,Lead Data Scientist,    Averity,"New York, NY",120000 - 140000,New York,120000,140000,130000.0,True,True,False,False,False,['NY']
2683,Senior Data Scientist ( FinTech / Fraud / Python / R / Machi...,    Venturi Ltd,"New York, NY",100000 - 135000,New York,100000,135000,117500.0,True,False,False,False,False,['NY']
2708,Environmental Protection Project Manager,    DEPT OF PARKS &amp; RECREATION,"Manhattan, NY",70286 - 81000,New York,70286,81000,75643.0,False,False,False,False,False,['NY']
2726,NLP Scientist-R&amp;D,        WSI Nationwide,"New York, NY",100000 - 180000,New York,100000,180000,140000.0,True,True,False,False,False,['NY']
2734,"Data Manager – Researcher, Bureau of Children, Youth &amp; Famil...",        DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",70286 - 80829,New York,70286,80829,75557.5,False,False,False,False,False,['NY']
2846,City Research Scientist,    DEPT OF ENVIRONMENT PROTECTION,"New York, NY",70286 - 88213,New York,70286,88213,79249.5,False,False,False,False,False,['NY']
2864,"Panel Maintenance Analyst, World Trade Center Health Registr...",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",59708 - 72246,New York,59708,72246,65977.0,False,False,False,False,False,['NY']
2875,Quantitative Analyst for Global Quant Fund,    Averity,"New York, NY",150000 - 300000,New York,150000,300000,225000.0,True,True,True,True,True,['NY']
2879,Field Scientist,        Miller Advertising,"New York, NY",59000 - 65000,New York,59000,65000,62000.0,False,False,False,False,False,['NY']
2933,"Quantitative Business Analyst, AVP - NYC",        Huxley Associates,"New York, NY 10020 (Midtown area)",135000,New York,135000,135000,135000.0,True,True,False,False,False,['NY']
2968,Business Intelligence Engineer,    Broker Genius,"Valley Stream, NY",60000,New York,60000,60000,60000.0,False,False,False,False,False,['NY']
3217,"Data Analyst, World Trade Center Health Registry",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",70286 - 88213,New York,70286,88213,79249.5,False,False,False,False,False,['NY']
3229,Analytics Manager,        Smith Hanley Associates,"Paramus, NJ",130000 - 150000,New York,130000,150000,140000.0,True,True,False,False,False,['NJ']
3247,Innovative Ad-Tech Company Seeks a Senior Fullstack Javascri...,        Jobspring Partners,"New York, NY 10010 (Gramercy area)",145000,New York,145000,145000,145000.0,True,True,True,False,False,['NY']
3363,"Research Scientist for Data Integrity, World Trade Center He...",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",78630 - 97200,New York,78630,97200,87915.0,False,False,False,False,False,['NY']
3589,Data Scientist,        Jobspring Partners,"Philadelphia, PA 19102 (City Center West area)",160000,Philadelphia,160000,160000,160000.0,True,True,True,True,False,['PA']
3714,Quantitative Analyst (Big Data Focus) at $10+ Billion Hedge...,    Averity,"Philadelphia, PA",200000 - 300000,Philadelphia,200000,300000,250000.0,True,True,True,True,True,['PA']
3934,Scientist,    HumanEdge,"Cherry Hill, NJ",85000 - 110000,Philadelphia,85000,110000,97500.0,False,False,False,False,False,['NJ']
3999,Angular Software Developer,        Jobspring Partners,"Horsham, PA 19044",100000,Philadelphia,100000,100000,100000.0,False,False,False,False,False,['PA']
4458,Data Scientist (Consumer Loans),    Lendmart,"Los Angeles, CA 90036",55000,Los Angeles,55000,55000,55000.0,False,False,False,False,False,['CA']
4545,Research Scientist,        Arete Associates,"Northridge, CA 91324",100000 - 109000,Los Angeles,100000,109000,104500.0,False,False,False,False,False,['CA']
4551,"Sr. Data Scientist Needed for Top LA Start-Up, Huge Opportun...",    ConSol Partners,"Los Angeles, CA",160000,Los Angeles,160000,160000,160000.0,True,True,True,True,False,['CA']
4558,"Market Research Analyst, Automotive Electronics",    Parallel Partners,"Torrance, CA",60000 - 75000,Los Angeles,60000,75000,67500.0,False,False,False,False,False,['CA']
4825,Lead Android Developer,        LT,"Los Angeles, CA",200000,Los Angeles,200000,200000,200000.0,True,True,True,True,True,['CA']
4863,Ad Operations Manager,        LT,"Los Angeles, CA",85000 - 90000,Los Angeles,85000,90000,87500.0,False,False,False,False,False,['CA']
5051,Biostatistician,        Johns Hopkins University,"Baltimore, MD",49957 - 68721,Baltimore,49957,68721,59339.0,False,False,False,False,False,['MD']
5063,BI Analyst / Data Scientist,    WHO... a staffing company,"Baltimore, MD 21201 (Downtown area)",100000 - 130000,Baltimore,100000,130000,115000.0,True,False,False,False,False,['MD']
5112,Financial Manager,        Johns Hopkins University,"Baltimore, MD",65798 - 90411,Baltimore,65798,90411,78104.5,False,False,False,False,False,['MD']
5135,Sr. Institutional Research Analyst,        Johns Hopkins University,"Baltimore, MD",49957 - 68721,Baltimore,49957,68721,59339.0,False,False,False,False,False,['MD']
5141,Senior Systems Administrator,    Impact Research,"Columbia, MD 21044",75000 - 110000,Baltimore,75000,110000,92500.0,False,False,False,False,False,['MD']
5168,Principal Environmental Engineer,        WSSC,"Laurel, MD 20707",74399 - 113574,Baltimore,74399,113574,93986.5,False,False,False,False,False,['MD']
5183,Pediatric Research Nurse,        Johns Hopkins University,"Baltimore, MD",57999 - 79809,Baltimore,57999,79809,68904.0,False,False,False,False,False,['MD']
5229,PeopleSoft Developer with TS/SCI FSP Required,    Fawkes IDM,"Fort Meade, MD",100000 - 130000,Baltimore,100000,130000,115000.0,True,False,False,False,False,['MD']
5290,Research Laboratory Technician,    University of Miami,"Coral Gables, FL",27400 - 49400,Miami,27400,49400,38400.0,False,False,False,False,False,['FL']
5500,Data Scientist - Supply Chain,        Analytic Recruiting,"Atlanta, GA",70000 - 145000,Atlanta,70000,145000,107500.0,False,False,False,False,False,['GA']
5567,Real Estate Research Analyst,    Jumpvine,"Roswell, GA",55000,Atlanta,55000,55000,55000.0,False,False,False,False,False,['GA']
5647,Business Intelligence Scientist,    All-In Analytics,"Seattle, WA",100000 - 150000,Seattle,100000,150000,125000.0,True,False,False,False,False,['WA']
5795,Software Development Engineer (Back End) (Local candidates o...,    Laetus Recruitment,"Seattle, WA",120000 - 150000,Seattle,120000,150000,135000.0,True,True,False,False,False,['WA']
5942,Bioinformatics Analyst,    Lighthouse Recruiting,"Seattle, WA",80000 - 90000,Seattle,80000,90000,85000.0,False,False,False,False,False,['WA']
6040,Variant Scientist (Remote),    Lighthouse Recruiting,"Seattle, WA",90000 - 100000,Seattle,90000,100000,95000.0,False,False,False,False,False,['WA']
6179,Research Scientist,    Senseye,"Austin, TX",75000 - 90000,Austin,75000,90000,82500.0,False,False,False,False,False,['TX']
6370,Postdoctoral Fellow,        Oregon Health &amp; Science University,"Portland, OR",43692,Portland,43692,43692,43692.0,False,False,False,False,False,['OR']
6440,Senior Research &amp; Policy Analyst,    Population Action International (PAI),"Washington, DC",65000 - 80000,"Washington, DC",65000,80000,72500.0,False,False,False,False,False,['DC']
6504,Senior Product Manager,    Catalist,"Washington, DC",70000 - 100000,"Washington, DC",70000,100000,85000.0,False,False,False,False,False,['DC']
6682,Research Development Engineer/Scientist,    TULK llc,"Alexandria, VA",160000,"Washington, DC",160000,160000,160000.0,True,True,True,True,False,['VA']
6745,Research Analyst - Law Firm,    Fawkes IDM,"Washington, DC",70000 - 80000,"Washington, DC",70000,80000,75000.0,False,False,False,False,False,['DC']
6760,Data Scientist (Math background),        Jobspring Partners,"Washington, DC",150000 - 250000,"Washington, DC",150000,250000,200000.0,True,True,True,True,True,['DC']
6864,Big Data/IoT Software Engineer,        Jobspring Partners,"Washington, DC",100000 - 160000,"Washington, DC",100000,160000,130000.0,True,True,False,False,False,['DC']
26,Data Scientist,        Workbridge Associates,"Washington, DC",100000 - 150000,"Bethesda, MD",100000,150000,125000.0,True,False,False,False,False,['DC']
40,Data Scientist,"    Gunther Douglas, Inc.","Washington, DC",110000 - 140000,"Bethesda, MD",110000,140000,125000.0,True,False,False,False,False,['DC']
64,Data &amp; Research Analyst,    The Council,"Washington, DC",80000 - 85000,"Bethesda, MD",80000,85000,82500.0,False,False,False,False,False,['DC']
67,Senior Research &amp; Policy Analyst,    Population Action International (PAI),"Washington, DC",65000 - 80000,"Bethesda, MD",65000,80000,72500.0,False,False,False,False,False,['DC']
69,Research Analyst,        Howard Community College,"Columbia, MD",46332,"Bethesda, MD",46332,46332,46332.0,False,False,False,False,False,['MD']
120,Software Engineer,    FlashX,"Silver Spring, MD",80000 - 120000,"Bethesda, MD",80000,120000,100000.0,False,False,False,False,False,['MD']
133,Senior Data Scientist,    ZP Group,"Reston, VA 20190",180000 - 200000,"Bethesda, MD",180000,200000,190000.0,True,True,True,True,True,['VA']
135,Senior Product Manager,    Catalist,"Washington, DC",70000 - 100000,"Bethesda, MD",70000,100000,85000.0,False,False,False,False,False,['DC']
167,Credit Risk Transfer Research Analyst,    iiTS,"Washington, DC 20005 (Logan Circle area)",140000,"Bethesda, MD",140000,140000,140000.0,True,True,False,False,False,['DC']
251,Front End Developer,    FlashX,"Silver Spring, MD",75000 - 105000,"Bethesda, MD",75000,105000,90000.0,False,False,False,False,False,['MD']
287,Machine Learning Data Engineer,        Jobspring Partners,"Washington, DC",100000 - 150000,"Bethesda, MD",100000,150000,125000.0,True,False,False,False,False,['DC']
343,SVP Big Data and Analytics,    Harnham,"Washington, DC",250000,"Bethesda, MD",250000,250000,250000.0,True,True,True,True,True,['DC']
367,Research Analyst - Law Firm,    Fawkes IDM,"Washington, DC",70000 - 80000,"Bethesda, MD",70000,80000,75000.0,False,False,False,False,False,['DC']
