,Job Title,Company,Location,Salary,Search Term,lower_sal_val,upper_sal_val,mean salary,median_bool,60_perc_bool,70_perc_bool,75_perc_bool,90_perc_bool,state
6660,Analytics Consultant,        Smith Hanley Associates,"Paramus, NJ",80000 - 100000,"Roseland, NJ",80000,100000,90000.0,False,False,False,False,False,['NJ']
6666,Senior Data Scientist for Fortune 500 Company,    Averity,"New York, NY",150000 - 185000,"Roseland, NJ",150000,185000,167500.0,True,True,True,True,False,['NY']
6672,"Data Manager – Researcher, Bureau of Children, Youth &amp; Famil...",        DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",70286 - 80829,"Roseland, NJ",70286,80829,75557.5,False,False,False,False,False,['NY']
6688,Sr Data Scientist - NLP &amp; CODING REQUIRED,    PMES,"New York, NY",155000,"Roseland, NJ",155000,155000,155000.0,True,True,True,True,False,['NY']
6693,Environmental Protection Project Manager,    DEPT OF PARKS &amp; RECREATION,"Manhattan, NY",70286 - 81000,"Roseland, NJ",70286,81000,75643.0,False,False,False,False,False,['NY']
6723,NLP Scientist-R&amp;D,        WSI Nationwide,"New York, NY",100000 - 180000,"Roseland, NJ",100000,180000,140000.0,True,True,False,False,False,['NY']
6765,Front Desk Quantitative Analyst,        Huxley Associates,"New York, NY 10020 (Midtown area)",150000,"Roseland, NJ",150000,150000,150000.0,True,True,True,True,False,['NY']
6771,City Research Scientist,    DEPT OF ENVIRONMENT PROTECTION,"New York, NY",70286 - 88213,"Roseland, NJ",70286,88213,79249.5,False,False,False,False,False,['NY']
6776,Data Analyst,        POLICE DEPARTMENT,"New York, NY",70286 - 88213,"Roseland, NJ",70286,88213,79249.5,False,False,False,False,False,['NY']
6785,Quantitative Analyst for Global Quant Fund,    Averity,"New York, NY",150000 - 300000,"Roseland, NJ",150000,300000,225000.0,True,True,True,True,True,['NY']
6786,Senior Systematic Quantitative Analyst - Multi-billion Dolla...,    Averity,"New York, NY",180000 - 220000,"Roseland, NJ",180000,220000,200000.0,True,True,True,True,True,['NY']
6798,CLINICAL RESEARCH SCIENTIST,    The Veritas Healthcare Solutions LLC.,"Bridgewater, NJ",120000,"Roseland, NJ",120000,120000,120000.0,True,False,False,False,False,['NJ']
6823,"Quantitative Business Analyst, AVP - NYC",        Huxley Associates,"New York, NY 10020 (Midtown area)",135000,"Roseland, NJ",135000,135000,135000.0,True,True,False,False,False,['NY']
6827,Senior Quantitative Financial Analyst-Audit Model Risk,    Access Staffing LLC,"New York, NY 10017 (Midtown area)",140000 - 200000,"Roseland, NJ",140000,200000,170000.0,True,True,True,True,False,['NY']
6832,Project Manager,        HRA/DEPT OF SOCIAL SERVICES,"Manhattan, NY",70286 - 83000,"Roseland, NJ",70286,83000,76643.0,False,False,False,False,False,['NY']
6885,Field Scientist,    DEPT OF PARKS &amp; RECREATION,"Manhattan, NY",59000 - 65000,"Roseland, NJ",59000,65000,62000.0,False,False,False,False,False,['NY']
6897,"Panel Maintenance Analyst, World Trade Center Health Registr...",        DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY",59708 - 72246,"Roseland, NJ",59708,72246,65977.0,False,False,False,False,False,['NY']
6911,Field Scientist,        Miller Advertising,"New York, NY",59000 - 65000,"Roseland, NJ",59000,65000,62000.0,False,False,False,False,False,['NY']
6914,Compliance Team Leader,        DEPT. OF HOMELESS SERVICES,"Manhattan, NY",78630 - 103332,"Roseland, NJ",78630,103332,90981.0,False,False,False,False,False,['NY']
6928,Policy Data Analyst,        DEPARTMENT OF FINANCE,"Manhattan, NY",68239 - 80000,"Roseland, NJ",68239,80000,74119.5,False,False,False,False,False,['NY']
6949,Environmental Permits Coordinator,    DEPT OF PARKS &amp; RECREATION,"Manhattan, NY",59708 - 72246,"Roseland, NJ",59708,72246,65977.0,False,False,False,False,False,['NY']
6973,Postdoctoral Fellow,        Icahn School of Medicine at Mount Sinai,"New York, NY",55000,"Roseland, NJ",55000,55000,55000.0,False,False,False,False,False,['NY']
7062,Marketing Research Analyst/Consumer Insights Analyst,        The Forum Group,"New York, NY 10016 (Gramercy area)",45000 - 65000,"Roseland, NJ",45000,65000,55000.0,False,False,False,False,False,['NY']
7128,"Manager, Client Strategy",    DemystData,"New York, NY",75000 - 110000,"Roseland, NJ",75000,110000,92500.0,False,False,False,False,False,['NY']
7195,Remote Statistical Programmer,        Clark Davis Associates,"Bridgewater, NJ",150000,"Princeton, NJ",150000,150000,150000.0,True,True,True,True,False,['NJ']
7208,Senior Formulation Scientist,    Sterling Hoffman Executive Search,"Trenton, NJ",120000,"Princeton, NJ",120000,120000,120000.0,True,False,False,False,False,['NJ']
7237,Junior SAS Programmer or Statistical Analyst,    Best High Technologies LLC,"Princeton, NJ 08540",60000,"Princeton, NJ",60000,60000,60000.0,False,False,False,False,False,['NJ']
7257,"Associate Director, MS&amp;T Downstream",        Bristol Myers-Squibb,"Hopewell, NJ",130000,"Princeton, NJ",130000,130000,130000.0,True,True,False,False,False,['NJ']
7322,CLINICAL RESEARCH SCIENTIST,    The Veritas Healthcare Solutions LLC.,"Bridgewater, NJ",120000,"Princeton, NJ",120000,120000,120000.0,True,False,False,False,False,['NJ']
7324,Research Scientist,"    Solidia Technologies, Inc.","Piscataway, NJ 08854",70000 - 140000,"Princeton, NJ",70000,140000,105000.0,False,False,False,False,False,['NJ']
7339,Portfolio Research Analyst,        Liberty Personnel Services,"East Brunswick, NJ",110000 - 140000,"Princeton, NJ",110000,140000,125000.0,True,False,False,False,False,['NJ']
7397,Scientist #2 (Gel Electrophoresis),    Apex Life Sciences,"Township of Franklin, NJ",65000 - 73000,"Princeton, NJ",65000,73000,69000.0,False,False,False,False,False,['NJ']
7418,Senior Manager Statistical Programming,    FPC Atlanta,"Bridgewater, NJ",150000,"Princeton, NJ",150000,150000,150000.0,True,True,True,True,False,['NJ']
7425,Sr. Scientist #2,    Apex Life Sciences,"Township of Franklin, NJ",100000 - 110000,"Princeton, NJ",100000,110000,105000.0,False,False,False,False,False,['NJ']
7457,Applied Statistician,"        Advance Services, Inc.","Creve Coeur, MO",55000 - 75000,"St. Louis, MO",55000,75000,65000.0,False,False,False,False,False,['MO']
7462,"Director, Data Analysis",    The McManness Group,"St. Louis, MO",120000 - 160000,"St. Louis, MO",120000,160000,140000.0,True,True,False,False,False,['MO']
7468,Statistical Data Analyst - Pathology &amp; Immunology,        Washington University in St. Louis,"St. Louis, MO",47476 - 57657,"St. Louis, MO",47476,57657,52566.5,False,False,False,False,False,['MO']
7469,Staff Scientist - The Genome Institute,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,False,False,False,False,['MO']
7484,Clinical Research Data Analyst - Pediatrics Computing Facili...,        Washington University in St. Louis,"St. Louis, MO",53206 - 69160,"St. Louis, MO",53206,69160,61183.0,False,False,False,False,False,['MO']
7496,Clinical Informaticist I - Siteman Cancer Center,        Washington University in St. Louis,"St. Louis, MO",48318 - 61609,"St. Louis, MO",48318,61609,54963.5,False,False,False,False,False,['MO']
7501,Staff Scientist - Biochemistry &amp; Molec Biophysic,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,False,False,False,False,['MO']
7502,Research Scientist I,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,False,False,False,False,['MO']
7513,Staff Scientist - Biochemistry &amp; Molecular Biophysics,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,False,False,False,False,['MO']
7526,Senior Scientist - Psychiatry,        Washington University in St. Louis,"St. Louis, MO",48496 - 65481,"St. Louis, MO",48496,65481,56988.5,False,False,False,False,False,['MO']
7532,Staff Scientist - Ophthalmology &amp; Visual Science,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,False,False,False,False,['MO']
7537,Staff Scientist - Computational Genetics - Cardiology,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,False,False,False,False,['MO']
7563,Data Scientist/Predictive Modeler -- Life/Health-7658,    S.C. International,"St. Louis, MO",125000,"St. Louis, MO",125000,125000,125000.0,True,False,False,False,False,['MO']
7569,Staff Scientist - Pediatrics Gastroenterology,        Washington University in St. Louis,"St. Louis, MO",47476 - 60715,"St. Louis, MO",47476,60715,54095.5,False,False,False,False,False,['MO']
7606,Senior Java Full Stack Developer,        Mastech Digital,"Creve Coeur, MO",100000 - 125000,"St. Louis, MO",100000,125000,112500.0,True,False,False,False,False,['MO']
7630,Market Research Analyst,"    The Klages Group/Research <b>Data</b> Services, Inc.","Tampa, FL",50000,"Tampa, FL",50000,50000,50000.0,False,False,False,False,False,['FL']
7651,Marketing Research Analyst,"        Vaco, LLC","Tampa, FL 33609 (Swann Estates area)",50000 - 60000,"Tampa, FL",50000,60000,55000.0,False,False,False,False,False,['FL']
7745,Data Visualization Research Specialist,    Northeastern University - Network Science Institut...,"Boston, MA",50000,"Cambridge, MA",50000,50000,50000.0,False,False,False,False,False,['MA']
7747,Technical Data Analyst,    Sharp Action LLC,"Somerville, MA",60000 - 85000,"Cambridge, MA",60000,85000,72500.0,False,False,False,False,False,['MA']
7749,Data Scientist,        Darwin Recruitment,"Boston, MA",100000 - 140000,"Cambridge, MA",100000,140000,120000.0,True,False,False,False,False,['MA']
7765,Public Health Research Analyst,    Metropolitan Area Planning Council,"Boston, MA 02111 (Central area)",55000 - 65000,"Cambridge, MA",55000,65000,60000.0,False,False,False,False,False,['MA']
7786,"Senior Analyst, Advanced Analytics",        Liberty Mutual,"Boston, MA",73300 - 114900,"Cambridge, MA",73300,114900,94100.0,False,False,False,False,False,['MA']
7788,Senior Research Scientist,        Jobspring Partners,"Cambridge, MA 02139 (Area IV area)",160000,"Cambridge, MA",160000,160000,160000.0,True,True,True,True,False,"['MA', 'IV']"
7823,"Analyst/Senior Analyst, Advanced Analytics",        Liberty Mutual,"Boston, MA",73300 - 114900,"Cambridge, MA",73300,114900,94100.0,False,False,False,False,False,['MA']
7852,Sr. Quantitative Analyst,        Huxley Associates,"Boston, MA",200000,"Cambridge, MA",200000,200000,200000.0,True,True,True,True,True,['MA']
7925,Senior Machine Learning Engineer,        Darwin Recruitment,"Boston, MA",150000 - 200000,"Cambridge, MA",150000,200000,175000.0,True,True,True,True,False,['MA']
7982,Logistics Technician,        Abcam,"Cambridge, MA 02139 (Area IV area)",38500,"Cambridge, MA",38500,38500,38500.0,False,False,False,False,False,"['MA', 'IV']"
8073,Research Analyst III,        Commonwealth of Massachusetts,"Boston, MA",55017 - 78763,"Cambridge, MA",55017,78763,66890.0,False,False,False,False,False,['MA']
8153,"Software Engineers (Scala / Java / Python, Hadoop, Machine L...",        WinterWyman,"Boston, MA 02114 (Back Bay-Beacon Hill area)",120000,"Cambridge, MA",120000,120000,120000.0,True,False,False,False,False,['MA']
8162,Clinical Laboratory Surveyor,        Commonwealth of Massachusetts,"Boston, MA",60096 - 87045,"Cambridge, MA",60096,87045,73570.5,False,False,False,False,False,['MA']
8191,"Director II, Applied Science, Solaria Labs",        Liberty Mutual,"Boston, MA",141000 - 185400,"Cambridge, MA",141000,185400,163200.0,True,True,True,True,False,['MA']
8205,Market Research Analyst,    AP Staffing,"Boston, MA",34000 - 38000,"Cambridge, MA",34000,38000,36000.0,False,False,False,False,False,['MA']
8219,"Lead Scientist, Computational Biology",        HireMinds,"Cambridge, MA 02142 (East Cambridge area)",100000,"Cambridge, MA",100000,100000,100000.0,False,False,False,False,False,['MA']
8248,SENIOR DIRECTOR OF DATA SCIENCE - RETAIL,    Harnham,"Boston, MA",180000,"Cambridge, MA",180000,180000,180000.0,True,True,True,True,True,['MA']
8316,Data Scientist,    Corporate Consulting Services,"Boston, MA 02108 (Back Bay-Beacon Hill area)",130000 - 150000,"Cambridge, MA",130000,150000,140000.0,True,True,False,False,False,['MA']
8383,Biostatisticians / Boston / Precision Medicine,    Invenia Resourcing,"Boston, MA",120000,"Cambridge, MA",120000,120000,120000.0,True,False,False,False,False,['MA']
8410,SQL*Server Database Developer,"    Horizons Recruitment, Inc.","Boston, MA",120000 - 170000,"Cambridge, MA",120000,170000,145000.0,True,True,True,False,False,['MA']
8483,Software Development Engineer,        WDS Global Partners LLC,"Boston, MA",130000 - 160000,"Cambridge, MA",130000,160000,145000.0,True,True,True,False,False,['MA']
8498,E-mail Marketing Rockstar - Manager,    IntelyCare,"Quincy, MA",60000 - 80000,"Cambridge, MA",60000,80000,70000.0,False,False,False,False,False,['MA']
8570,Site Reliability Engineer,        Workbridge Associates,"Boston, MA 02116 (South End area)",130000,"Cambridge, MA",130000,130000,130000.0,True,True,False,False,False,['MA']
8576,"Manager, Exploratory Statistics",    Penfield Search Partners,"Cambridge, MA",150000,"Cambridge, MA",150000,150000,150000.0,True,True,True,True,False,['MA']
8598,Senior .NET Software Engineer,        Jobspring Partners,"Cambridge, MA 02140 (North Cambridge area)",130000,"Cambridge, MA",130000,130000,130000.0,True,True,False,False,False,['MA']
8603,Quantitative Data Scientist,        Huxley Associates,"Boston, MA",175000,"Cambridge, MA",175000,175000,175000.0,True,True,True,True,False,['MA']
8630,Research Analyst - fintech startup,    Bison,"Boston, MA",45000,"Cambridge, MA",45000,45000,45000.0,False,False,False,False,False,['MA']
8648,Data Analyst/Statistician-PHARMA,        Smith Hanley Associates,"Stamford, CT",90000 - 110000,"Stamford, CT",90000,110000,100000.0,False,False,False,False,False,['CT']
8652,Executive Assistant/ Research Analyst,    Fogarty Knapp Inc,"Riverside, CT 06878",90000 - 150000,"Stamford, CT",90000,150000,120000.0,True,False,False,False,False,['CT']
8653,Statistical Analyst Management Consultant,        Analytic Recruiting,"Stamford, CT",70000 - 100000,"Stamford, CT",70000,100000,85000.0,False,False,False,False,False,['CT']
8686,Statistical Modeler,        Top Prospect Group,"Darien, CT",115000,"Stamford, CT",115000,115000,115000.0,True,False,False,False,False,['CT']
8697,Research Scientist,        Stony Brook University,"Stony Brook, NY",54000 - 70000,"Stamford, CT",54000,70000,62000.0,False,False,False,False,False,['NY']
8720,Data Scientist- Hedge Fund,    Princeton Consulting,"Norwalk, CT",100000 - 150000,"Stamford, CT",100000,150000,125000.0,True,False,False,False,False,['CT']
8722,HPLC Scientist,    Pharma R&amp;D Consultants,"Ridgefield, CT 06877",60000,"Stamford, CT",60000,60000,60000.0,False,False,False,False,False,['CT']
8745,Quantitative Research Analyst at $10B+ Hedge Fund (CT),    Averity,"Norwalk, CT",200000,"Stamford, CT",200000,200000,200000.0,True,True,True,True,True,['CT']
8817,Data Scientist,    Keyo,"Palo Alto, CA",120000 - 200000,"Santa Clara, CA",120000,200000,160000.0,True,True,True,True,False,['CA']
8822,Data Scientist,    ITStaff Technical Resources,"Santa Clara, CA",85000 - 120000,"Santa Clara, CA",85000,120000,102500.0,False,False,False,False,False,['CA']
8825,"Principal Software Engineer, Data Science",    MatchPointe Group,"Santa Clara, CA",100000 - 150000,"Santa Clara, CA",100000,150000,125000.0,True,False,False,False,False,['CA']
8836,Data Scientist,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",160000,"Santa Clara, CA",160000,160000,160000.0,True,True,True,True,False,['CA']
8866,Principal Data Scientist,    ITStaff Technical Resources,"Santa Clara, CA",100000 - 150000,"Santa Clara, CA",100000,150000,125000.0,True,False,False,False,False,['CA']
8920,"Senior Scientist III, Pre-Clinical Safety",    EPM Scientific,"Redwood City, CA",140000,"Santa Clara, CA",140000,140000,140000.0,True,True,False,False,False,['CA']
9046,Data Engineer,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",130000 - 165000,"Santa Clara, CA",130000,165000,147500.0,True,True,True,False,False,['CA']
9055,Machine Learning Engineer/Scientist,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",150000 - 175000,"Santa Clara, CA",150000,175000,162500.0,True,True,True,True,False,['CA']
9065,Big Data Engineer,        Jobspring Partners,"Mountain View, CA 94043",170000,"Santa Clara, CA",170000,170000,170000.0,True,True,True,True,False,['CA']
9066,"Principle Scientist, Data Science, System integration",    MatchPointe Group,"Santa Clara, CA",100000 - 150000,"Santa Clara, CA",100000,150000,125000.0,True,False,False,False,False,['CA']
9088,"Principal Data Scientist, Sequencing",    Enterprise Select,"Santa Clara, CA 95050",150000,"Santa Clara, CA",150000,150000,150000.0,True,True,True,True,False,['CA']
9106,Senior Data Scientist,        Workbridge Associates,"Mountain View, CA 94039",200000,"Santa Clara, CA",200000,200000,200000.0,True,True,True,True,True,['CA']
9140,SENIOR ARTICIAL INTELLIGENCE (AI)/ DATA SCIENTIST,"    TW STAFFING SOLUTIONS,INC","San Jose, CA",150000 - 200000,"Santa Clara, CA",150000,200000,175000.0,True,True,True,True,False,['CA']
9290,Machine Learning Infrastructure Engineer,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",120000 - 180000,"Santa Clara, CA",120000,180000,150000.0,True,True,True,True,False,['CA']
9320,Machine Learning Engineer - Computer Vision,        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",190000,"Santa Clara, CA",190000,190000,190000.0,True,True,True,True,True,['CA']
9391,Machine Learning / Deep Learning Internship(s),    TERADEEP INC.,"Campbell, CA",40000 - 80000,"Santa Clara, CA",40000,80000,60000.0,False,False,False,False,False,['CA']
9437,STAFF DATA SCIENTIST / DEEP LEARNING,    TERADEEP INC.,"Campbell, CA",120000 - 160000,"Santa Clara, CA",120000,160000,140000.0,True,True,False,False,False,['CA']
9454,Senior Machine Learning Scientist,    Tandem Recruiting Group,"Santa Clara, CA",180000,"Santa Clara, CA",180000,180000,180000.0,True,True,True,True,True,['CA']
9472,"Data Scientist II, Sequencing",    Enterprise Select,"Pleasanton, CA 94588",120000,"Santa Clara, CA",120000,120000,120000.0,True,False,False,False,False,['CA']
9479,Senior Machine Learning Data Scientist,        Workbridge Associates,"Pleasanton, CA 94588",200000,"Santa Clara, CA",200000,200000,200000.0,True,True,True,True,True,['CA']
9564,Data Scientist - Growth Team (Healthcare Startup),        Jobspring Partners,"San Jose, CA 95113 (Downtown area)",130000 - 180000,"Santa Clara, CA",130000,180000,155000.0,True,True,True,True,False,['CA']
9702,Mid-Level Machine Learning Data Scientist,        Workbridge Associates,"Sunnyvale, CA 94085",190000,"Santa Clara, CA",190000,190000,190000.0,True,True,True,True,True,['CA']
9711,Junior Computer Vision &amp; Machine Learning Researcher,    Tandem Recruiting Group,"Santa Clara, CA",150000,"Santa Clara, CA",150000,150000,150000.0,True,True,True,True,False,['CA']
9712,Data Scientist,"    Epitec, Inc.","Dearborn, MI",93600 - 104000,Detroit,93600,104000,98800.0,False,False,False,False,False,['MI']
9760,Research Analyst,    ASK Services Inc.,"Canton, MI 48187",35000,Detroit,35000,35000,35000.0,False,False,False,False,False,['MI']
9776,Cockpit Module/Instrument Panel Project Engineer,        Altair Engineering,"Farmington Hills, MI",90000,Detroit,90000,90000,90000.0,False,False,False,False,False,['MI']
9847,App Programmer / Analyst Assoc,        University of Michigan,"Ann Arbor, MI",45000 - 55000,"Ann Arbor, MI",45000,55000,50000.0,False,False,False,False,False,['MI']
9849,Research Analyst,    ASK Services Inc.,"Canton, MI 48187",35000,"Ann Arbor, MI",35000,35000,35000.0,False,False,False,False,False,['MI']
9885,Cockpit Module/Instrument Panel Project Engineer,        Altair Engineering,"Farmington Hills, MI",90000,"Ann Arbor, MI",90000,90000,90000.0,False,False,False,False,False,['MI']
9895,Full Stack Web Developer,    Stout Systems,"Ann Arbor, MI",75000 - 85000,"Ann Arbor, MI",75000,85000,80000.0,False,False,False,False,False,['MI']
9932,Digital Marketing (Data Scientist),"    Kennedy Unlimited Inc, Professional Staffing","Des Moines, IA",100000 - 130000,"Des Moines, IA",100000,130000,115000.0,True,False,False,False,False,['IA']
9958,User Interface and Data Manager,    Monarch Joint Venture,"Saint Paul, MN",55000 - 62400,"Minneapolis, MN",55000,62400,58700.0,False,False,False,False,False,['MN']
89,Staff Scientist (Biocurator I),        Baylor College of Medicine,"Houston, TX",60000,Houston,60000,60000,60000.0,False,False,False,False,False,['TX']
129,Budget &amp; Research Analyst,"    City of Goodyear, AZ","Goodyear, AZ",63696 - 94557,Phoenix,63696,94557,79126.5,False,False,False,False,False,['AZ']
322,Sr Data Scientist,    PMES,"San Ramon, CA",150000,San Francisco,150000,150000,150000.0,True,True,True,True,False,['CA']
361,Sr Data Scientist,    PMES,"New York, NY",155000,New York,155000,155000,155000.0,True,True,True,True,False,['NY']
419,Machine Learning Engineer,        Darwin Recruitment,"New York, NY",120000 - 140000,New York,120000,140000,130000.0,True,True,False,False,False,['NY']
689,Government Enterprise Architect,        xentity corporation,"Denver, CO",95000 - 127000,Denver,95000,127000,111000.0,True,False,False,False,False,['CO']
1010,Solutions Development Engineer,        Oversight Systems,"Atlanta, GA",58600,Atlanta,58600,58600,58600.0,False,False,False,False,False,['GA']
1012,Senior Research Analyst,"    Competitive Promotion Report, LLC","Marietta, GA",45000 - 55000,Atlanta,45000,55000,50000.0,False,False,False,False,False,['GA']
